OID_,ORIG_FID,LINEARID,FULLNAME,RTTYP,MTFCC,Shape_Length,POINT_X,POINT_Y
220,48,110479894973,Kemp Aly,M,S1400,0.003544809587857,-76.895726552938015,40.297527183232944
221,48,110479894973,Kemp Aly,M,S1400,0.003544809587857,-76.895654968701820,40.298232402803194
222,48,110479894973,Kemp Aly,M,S1400,0.003544809587857,-76.895567999763330,40.298935999996445
223,49,1102303370984,Edward St,M,S1400,0.000959700921513,-76.896289999783619,40.296566000420626
224,49,1102303370984,Edward St,M,S1400,0.000959700921513,-76.896098421704778,40.296554212107253
225,49,1102303370984,Edward St,M,S1400,0.000959700921513,-76.895906848122479,40.296542361740649
226,49,1102303370984,Edward St,M,S1400,0.000959700921513,-76.895715224178218,40.296531392709653
227,49,1102303370984,Edward St,M,S1400,0.000959700921513,-76.895523630810885,40.296519864300365
228,49,1102303370984,Edward St,M,S1400,0.000959700921513,-76.895331999672010,40.296508999590685
229,50,110479900045,Vaughn St,M,S1400,0.005523091566565,-76.901550999578944,40.299902999623782
230,50,110479900045,Vaughn St,M,S1400,0.005523091566565,-76.900449491051120,40.299820281780626
231,50,110479900045,Vaughn St,M,S1400,0.005523091566565,-76.899348343151473,40.299732872174388
232,50,110479900045,Vaughn St,M,S1400,0.005523091566565,-76.898247009092131,40.299647822389147
233,50,110479900045,Vaughn St,M,S1400,0.005523091566565,-76.897145456497583,40.299571999648094
234,50,110479900045,Vaughn St,M,S1400,0.005523091566565,-76.896043000084376,40.299551999625123
235,51,110479905745,Susquehanna St,M,S1400,0.001402201118566,-76.900909999696694,40.296916000373187
236,51,110479905745,Susquehanna St,M,S1400,0.001402201118566,-76.900832827972579,40.297185613525301
237,51,110479905745,Susquehanna St,M,S1400,0.001402201118566,-76.900749686548750,40.297453317416739
238,51,110479905745,Susquehanna St,M,S1400,0.001402201118566,-76.900665424569638,40.297720238897966
239,51,110479905745,Susquehanna St,M,S1400,0.001402201118566,-76.900621986415501,40.297997203108480
240,51,110479905745,Susquehanna St,M,S1400,0.001402201118566,-76.900602999928481,40.298277000183475
241,52,1106092812375,Marie St,M,S1400,0.007330893358006,-76.894542000113177,40.291590000278347
242,52,1106092812375,Marie St,M,S1400,0.007330893358006,-76.894713019690073,40.293046169944830
243,52,1106092812375,Marie St,M,S1400,0.007330893358006,-76.894880620943866,40.294502698440851
244,52,1106092812375,Marie St,M,S1400,0.007330893358006,-76.894895583864070,40.295956868914402
245,52,1106092812375,Marie St,M,S1400,0.007330893358006,-76.894729988098447,40.297412995413481
246,52,1106092812375,Marie St,M,S1400,0.007330893358006,-76.894587000389720,40.298871999743028
247,55,1102384696981,Kemp St,M,S1400,0.000227035818364,-76.895977999784805,40.295201999572669
248,55,1102384696981,Kemp St,M,S1400,0.000227035818364,-76.895977199388199,40.295247400047515
249,55,1102384696981,Kemp St,M,S1400,0.000227035818364,-76.895976399890912,40.295292799623041
250,55,1102384696981,Kemp St,M,S1400,0.000227035818364,-76.895975599494307,40.295338200097888
251,55,1102384696981,Kemp St,M,S1400,0.000227035818364,-76.895974799996964,40.295383599673414
252,55,1102384696981,Kemp St,M,S1400,0.000227035818364,-76.895973999600358,40.295429000148317
253,57,110479900195,Bergner St,M,S1400,0.005524122509224,-76.903082000034260,40.302463999913698
254,57,110479900195,Bergner St,M,S1400,0.005524122509224,-76.901993769097146,40.302273242915874
255,57,110479900195,Bergner St,M,S1400,0.005524122509224,-76.900905405959691,40.302083241348555
256,57,110479900195,Bergner St,M,S1400,0.005524122509224,-76.899817239773768,40.301892118326634
257,57,110479900195,Bergner St,M,S1400,0.005524122509224,-76.898728662597648,40.301703363219701
258,57,110479900195,Bergner St,M,S1400,0.005524122509224,-76.897638999939829,40.301520999594516
259,58,1102390193023,Penn St,M,S1400,0.008332866888031,-76.900881000157995,40.302079000145795
260,58,1102390193023,Penn St,M,S1400,0.008332866888031,-76.900407165358331,40.303676795048091
261,58,1102390193023,Penn St,M,S1400,0.008332866888031,-76.899933644422106,40.305274676285308
262,58,1102390193023,Penn St,M,S1400,0.008332866888031,-76.899449434144060,40.306869159883888
263,58,1102390193023,Penn St,M,S1400,0.008332866888031,-76.898974719807427,40.308466668801771
264,58,1102390193023,Penn St,M,S1400,0.008332866888031,-76.898512999775107,40.310067999838395
265,59,1105089475214,Front St,M,S1400,0.001257532206334,-76.899573000093824,40.309646000162843
266,59,1105089475214,Front St,M,S1400,0.001257532206334,-76.899775575082685,40.309496940231668
267,59,1105089475214,Front St,M,S1400,0.001257532206334,-76.899978150071547,40.309347880300493
268,59,1105089475214,Front St,M,S1400,0.001257532206334,-76.900180725060352,40.309198820369318
269,59,1105089475214,Front St,M,S1400,0.001257532206334,-76.900389400150630,40.309061533463080
270,59,1105089475214,Front St,M,S1400,0.001257532206334,-76.900628000181996,40.308982000119272
271,60,1102169915255,Ramsey St,M,S1400,0.002114573844314,-76.896609000105229,40.300612999989994
272,60,1102169915255,Ramsey St,M,S1400,0.002114573844314,-76.896566090752458,40.301033732520807
273,60,1102169915255,Ramsey St,M,S1400,0.002114573844314,-76.896525632052260,40.301454679989547
274,60,1102169915255,Ramsey St,M,S1400,0.002114573844314,-76.896494644112522,40.301876457532558
275,60,1102169915255,Ramsey St,M,S1400,0.002114573844314,-76.896457624419781,40.302297698180269
276,60,1102169915255,Ramsey St,M,S1400,0.002114573844314,-76.896432000036725,40.302715999843542
277,61,1102338741095, , ,S1400,0.001298193122904,-76.900744000135433,40.306734999920366
278,61,1102338741095, , ,S1400,0.001298193122904,-76.900823400379579,40.306487799672254
279,61,1102338741095, , ,S1400,0.001298193122904,-76.900902799724406,40.306240599424200
280,61,1102338741095, , ,S1400,0.001298193122904,-76.900982199968496,40.305993400075408
281,61,1102338741095, , ,S1400,0.001298193122904,-76.901061599313323,40.305746199827297
282,61,1102338741095, , ,S1400,0.001298193122904,-76.901140999557470,40.305498999579243
283,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.895266000225718,40.297069000234217
284,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.894879062418738,40.297044188838299
285,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.894492154289424,40.297018901700994
286,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.894105178711015,40.296994636193574
287,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.893718167159648,40.296970975030547
288,62,110479901101,Angenese St,M,S1400,0.001938678786318,-76.893331000025569,40.296950000142431
289,63,1102302701208,Martina St,M,S1400,0.001448274326815,-76.899820999839221,40.296163999868725
290,63,1102302701208,Martina St,M,S1400,0.001448274326815,-76.899531785963120,40.296148025211266
291,63,1102302701208,Martina St,M,S1400,0.001448274326815,-76.899242572986338,40.296132031667980
292,63,1102302701208,Martina St,M,S1400,0.001448274326815,-76.898953367204115,40.296116022836259
293,63,1102302701208,Martina St,M,S1400,0.001448274326815,-76.898664191998819,40.296099363794667
294,63,1102302701208,Martina St,M,S1400,0.001448274326815,-76.898374999706448,40.296082999730686
295,64,1102302569784,Crum Aly,M,S1400,0.000199118646653,-76.896986000403558,40.299051999949882
296,64,1102302569784,Crum Aly,M,S1400,0.000199118646653,-76.897025616439009,40.299056062187560
297,64,1102302569784,Crum Aly,M,S1400,0.000199118646653,-76.897065238769699,40.299060057875408
298,64,1102302569784,Crum Aly,M,S1400,0.000199118646653,-76.897104861999765,40.299064053563256
299,64,1102302569784,Crum Aly,M,S1400,0.000199118646653,-76.897144483431134,40.299068060042998
300,64,1102302569784,Crum Aly,M,S1400,0.000199118646653,-76.897183999641811,40.299073000019007
301,65,110479904362,Pennwood Rd,M,S1400,0.003745543277725,-76.894490999559935,40.295119000241698
302,65,110479904362,Pennwood Rd,M,S1400,0.003745543277725,-76.894422104296609,40.295864921329098
303,65,110479904362,Pennwood Rd,M,S1400,0.003745543277725,-76.894337949336830,40.296609122013422
304,65,110479904362,Pennwood Rd,M,S1400,0.003745543277725,-76.894247321956300,40.297352707561458
305,65,110479904362,Pennwood Rd,M,S1400,0.003745543277725,-76.894172640454940,40.298097973043070
306,65,110479904362,Pennwood Rd,M,S1400,0.003745543277725,-76.894104999745878,40.298844000250483
307,67,110479904888,Jefferson St,M,S1400,0.003531306328319,-76.894068999884382,40.291613000439668
308,67,110479904888,Jefferson St,M,S1400,0.003531306328319,-76.894153226789967,40.292314221624054
309,67,110479904888,Jefferson St,M,S1400,0.003531306328319,-76.894237374555132,40.293015451801693
310,67,110479904888,Jefferson St,M,S1400,0.003531306328319,-76.894321418898301,40.293716694569866
311,67,110479904888,Jefferson St,M,S1400,0.003531306328319,-76.894405876929625,40.294417887875284
312,67,110479904888,Jefferson St,M,S1400,0.003531306328319,-76.894490999559935,40.295119000241698
313,68,110479897475,Logan St,M,S1400,0.004213218070957,-76.896908000403869,40.306069999830697
314,68,110479897475,Logan St,M,S1400,0.004213218070957,-76.896674619138309,40.306879679253825
315,68,110479897475,Logan St,M,S1400,0.004213218070957,-76.896434906645595,40.307687493483115
316,68,110479897475,Logan St,M,S1400,0.004213218070957,-76.896191567187032,40.308494222230649
317,68,110479897475,Logan St,M,S1400,0.004213218070957,-76.895943311134886,40.309299466197444
318,68,110479897475,Logan St,M,S1400,0.004213218070957,-76.895696000270163,40.310104999745988
319,69,1102302701205,Martina St,M,S1400,0.002906520028966,-76.897808999685537,40.295917000169482
320,69,1102302701205,Martina St,M,S1400,0.002906520028966,-76.897229038589217,40.295877526226889
321,69,1102302701205,Martina St,M,S1400,0.002906520028966,-76.896648761830875,40.295843013844092
322,69,1102302701205,Martina St,M,S1400,0.002906520028966,-76.896068980598955,40.295804277345553
323,69,1102302701205,Martina St,M,S1400,0.002906520028966,-76.895488455627685,40.295774207613647
324,69,1102302701205,Martina St,M,S1400,0.002906520028966,-76.894907999904206,40.295743000239327
325,70,110479906914, , ,S1400,0.001465821307880,-76.896728000197015,40.297172999634256
326,70,110479906914, , ,S1400,0.001465821307880,-76.896436055979166,40.297146286172222
327,70,110479906914, , ,S1400,0.001465821307880,-76.896143807790452,40.297123306695312
328,70,110479906914, , ,S1400,0.001465821307880,-76.895851173792607,40.297105687177748
329,70,110479906914, , ,S1400,0.001465821307880,-76.895558592854741,40.297087301437841
330,70,110479906914, , ,S1400,0.001465821307880,-76.895266000225718,40.297069000234217
331,71,110479895362,Penn St,M,S1400,0.004524330763763,-76.903091000449251,40.295649000401113
332,71,110479895362,Penn St,M,S1400,0.004524330763763,-76.902784508797993,40.296500379588906
333,71,110479895362,Penn St,M,S1400,0.004524330763763,-76.902478847221005,40.297352042962473
334,71,110479895362,Penn St,M,S1400,0.004524330763763,-76.902174099355136,40.298204030991315
335,71,110479895362,Penn St,M,S1400,0.004524330763763,-76.901866307284195,40.299054848102799
336,71,110479895362,Penn St,M,S1400,0.004524330763763,-76.901550999578944,40.299902999623782
337,72,1103275453485,Angenese St,M,S1400,0.000454763006767,-76.897181000402782,40.297212999680255
338,72,1103275453485,Angenese St,M,S1400,0.000454763006767,-76.897090409894474,40.297204894090669
339,72,1103275453485,Angenese St,M,S1400,0.000454763006767,-76.896999819386110,40.297196788501026
340,72,1103275453485,Angenese St,M,S1400,0.000454763006767,-76.896909213589311,40.297188847487348
341,72,1103275453485,Angenese St,M,S1400,0.000454763006767,-76.896818606893135,40.297180923560802
342,72,1103275453485,Angenese St,M,S1400,0.000454763006767,-76.896728000197015,40.297172999634256
343,73,1102169839669,Agnes St,M,S1400,0.000964303173401,-76.896620999759307,40.298046000322699
344,73,1102169839669,Agnes St,M,S1400,0.000964303173401,-76.896600800086844,40.298237800534139
345,73,1102169839669,Agnes St,M,S1400,0.000964303173401,-76.896580599515005,40.298429599846202
346,73,1102169839669,Agnes St,M,S1400,0.000964303173401,-76.896560399842542,40.298621400057641
347,73,1102169839669,Agnes St,M,S1400,0.000964303173401,-76.896540199270760,40.298813199369704
348,73,1102169839669,Agnes St,M,S1400,0.000964303173401,-76.896519999598240,40.299004999581143
349,74,110479904757,Estherton Ave,M,S1400,0.005677201223653,-76.900121000183958,40.308839999866166
350,74,110479904757,Estherton Ave,M,S1400,0.005677201223653,-76.899000309116957,40.308657611059971
351,74,110479904757,Estherton Ave,M,S1400,0.005677201223653,-76.897880816846168,40.308468373916355
352,74,110479904757,Estherton Ave,M,S1400,0.005677201223653,-76.896764499182268,40.308260926400692
353,74,110479904757,Estherton Ave,M,S1400,0.005677201223653,-76.895645702986769,40.308067232217070
354,74,110479904757,Estherton Ave,M,S1400,0.005677201223653,-76.894527000320750,40.307873000238828
355,75,1102169902147,Fulton St,M,S1400,0.005764055198293,-76.896490000013443,40.303263999933677
356,75,1102169902147,Fulton St,M,S1400,0.005764055198293,-76.896163007416817,40.304369463679848
357,75,1102169902147,Fulton St,M,S1400,0.005764055198293,-76.895836015719510,40.305474926526699
358,75,1102169902147,Fulton St,M,S1400,0.005764055198293,-76.895505790959419,40.306579426199619
359,75,1102169902147,Fulton St,M,S1400,0.005764055198293,-76.895174064331570,40.307683478010176
360,75,1102169902147,Fulton St,M,S1400,0.005764055198293,-76.894880999558438,40.308797999727972
361,76,110479900695,Hurlock St,M,S1400,0.001850602534992,-76.897880000261750,40.300707999874362
362,76,110479900695,Hurlock St,M,S1400,0.001850602534992,-76.897511136129992,40.300677547930547
363,76,110479900695,Hurlock St,M,S1400,0.001850602534992,-76.897142194656510,40.300648033979655
364,76,110479900695,Hurlock St,M,S1400,0.001850602534992,-76.896772943816245,40.300622797204369
365,76,110479900695,Hurlock St,M,S1400,0.001850602534992,-76.896403480736012,40.300600746727127
366,76,110479900695,Hurlock St,M,S1400,0.001850602534992,-76.896033999669328,40.300579000220750
367,77,110479901309,Florence St,M,S1400,0.001691055006947,-76.897066999642277,40.300642000428013
368,77,110479901309,Florence St,M,S1400,0.001691055006947,-76.897037499181181,40.300978922439356
369,77,110479901309,Florence St,M,S1400,0.001691055006947,-76.897008085055063,40.301315851645313
370,77,110479901309,Florence St,M,S1400,0.001691055006947,-76.896978607077017,40.301652775455295
371,77,110479901309,Florence St,M,S1400,0.001691055006947,-76.896944544355222,40.301989263094072
372,77,110479901309,Florence St,M,S1400,0.001691055006947,-76.896912999735093,40.302325999845095
373,78,1102390230749,Lewis St,M,S1400,0.008448923623941,-76.904573999590355,40.298506999998096
374,78,1102390230749,Lewis St,M,S1400,0.008448923623941,-76.902887450595358,40.298403381011269
375,78,1102390230749,Lewis St,M,S1400,0.008448923623941,-76.901200380892817,40.298307711131997
376,78,1102390230749,Lewis St,M,S1400,0.008448923623941,-76.899513357955072,40.298211611376814
377,78,1102390230749,Lewis St,M,S1400,0.008448923623941,-76.897826422251569,40.298113859567025
378,78,1102390230749,Lewis St,M,S1400,0.008448923623941,-76.896140000060939,40.298009000415107
379,79,110479897861,River St,M,S1400,0.004542314823137,-76.904514999567539,40.295730999685929
380,79,110479897861,River St,M,S1400,0.004542314823137,-76.904244622890985,40.296596096232918
381,79,110479897861,River St,M,S1400,0.004542314823137,-76.903936594298330,40.297450729167849
382,79,110479897861,River St,M,S1400,0.004542314823137,-76.903624489978199,40.298303896207869
383,79,110479897861,River St,M,S1400,0.004542314823137,-76.903314127644819,40.299157699967907
384,79,110479897861,River St,M,S1400,0.004542314823137,-76.903008000219018,40.300013000199840
385,80,110479900861,Orleans St,M,S1400,0.002923724164763,-76.900422999721627,40.296886999935168
386,80,110479900861,Orleans St,M,S1400,0.002923724164763,-76.900371659224675,40.297469336140978
387,80,110479900861,Orleans St,M,S1400,0.002923724164763,-76.900315197987936,40.298050957385840
388,80,110479900861,Orleans St,M,S1400,0.002923724164763,-76.900253666373544,40.298632452725542
389,80,110479900861,Orleans St,M,S1400,0.002923724164763,-76.900195432573128,40.299214284411732
390,80,110479900861,Orleans St,M,S1400,0.002923724164763,-76.900135999976385,40.299796000085394
391,81,1106087390083,Fulton Aly,M,S1400,0.003792327765671,-76.897882000354002,40.295336000356201
392,81,1106087390083,Fulton Aly,M,S1400,0.003792327765671,-76.897801339260354,40.296089326461299
393,81,1106087390083,Fulton Aly,M,S1400,0.003792327765671,-76.897695285808766,40.296840320624369
394,81,1106087390083,Fulton Aly,M,S1400,0.003792327765671,-76.897593108435160,40.297591869669077
395,81,1106087390083,Fulton Aly,M,S1400,0.003792327765671,-76.897489465166643,40.298343195681980
396,81,1106087390083,Fulton Aly,M,S1400,0.003792327765671,-76.897381999779441,40.299094000088076
397,82,110479894905,Hugh Aly,M,S1400,0.000199119541485,-76.897381999779441,40.299094000088076
398,82,110479894905,Hugh Aly,M,S1400,0.000199119541485,-76.897342483568707,40.299089060112067
399,82,110479894905,Hugh Aly,M,S1400,0.000199119541485,-76.897302862137337,40.299085053632382
400,82,110479894905,Hugh Aly,M,S1400,0.000199119541485,-76.897263238907328,40.299081057944534
401,82,110479894905,Hugh Aly,M,S1400,0.000199119541485,-76.897223615677262,40.299077062256686
402,82,110479894905,Hugh Aly,M,S1400,0.000199119541485,-76.897183999641811,40.299073000019007
403,84,1103704128280,N Front St,M,S1400,0.007803500950945,-76.905654999978253,40.290988000395942
404,84,1103704128280,N Front St,M,S1400,0.007803500950945,-76.906023668957118,40.292491444724419
405,84,1103704128280,N Front St,M,S1400,0.007803500950945,-76.905970165590645,40.294041311157628
406,84,1103704128280,N Front St,M,S1400,0.007803500950945,-76.905561158420710,40.295546068496321
407,84,1103704128280,N Front St,M,S1400,0.007803500950945,-76.905077809693125,40.297030032609996
408,84,1103704128280,N Front St,M,S1400,0.007803500950945,-76.904573999590355,40.298506999998096
409,85,110479893647,N 2nd St,M,S1400,0.019061933036179,-76.904457999636918,40.291104000349378
410,85,110479893647,N 2nd St,M,S1400,0.019061933036179,-76.903944386024534,40.294881545946623
411,85,110479893647,N 2nd St,M,S1400,0.019061933036179,-76.902805579913547,40.298505811993664
412,85,110479893647,N 2nd St,M,S1400,0.019061933036179,-76.901554131018315,40.302106138987199
413,85,110479893647,N 2nd St,M,S1400,0.019061933036179,-76.900466222937780,40.305759990930881
414,85,110479893647,N 2nd St,M,S1400,0.019061933036179,-76.899366000440523,40.309410000071523
415,86,1102390194020,Green St,M,S1400,0.023651297253612,-76.902897999642903,40.291169999795727
416,86,1102390194020,Green St,M,S1400,0.023651297253612,-76.902217807305931,40.295844561577326
417,86,1102390194020,Green St,M,S1400,0.023651297253612,-76.900631736865137,40.300299107817636
418,86,1102390194020,Green St,M,S1400,0.023651297253612,-76.899332328923776,40.304847184450068
419,86,1102390194020,Green St,M,S1400,0.023651297253612,-76.897977001137633,40.309379111057183
420,86,1102390194020,Green St,M,S1400,0.023651297253612,-76.894212000183643,40.309381999679601
421,88,1102302835731,N 6th St,M,S1400,0.007407323972619,-76.895041972808770,40.291542087997016
422,88,1102302835731,N 6th St,M,S1400,0.007407323972619,-76.895234025729678,40.293010233035886
423,88,1102302835731,N 6th St,M,S1400,0.007407323972619,-76.895405755770980,40.294480941142581
424,88,1102302835731,N 6th St,M,S1400,0.007407323972619,-76.895386600211395,40.295957037087646
425,88,1102302835731,N 6th St,M,S1400,0.007407323972619,-76.895229387026575,40.297430029472309
426,88,1102302835731,N 6th St,M,S1400,0.007407323972619,-76.895072000272535,40.298903000273299
427,89,110479894973,Kemp Aly,M,S1400,0.000294187219859,-76.896179000060783,40.295218000310513
428,89,110479894973,Kemp Aly,M,S1400,0.000294187219859,-76.896137999968687,40.295260200098198
429,89,110479894973,Kemp Aly,M,S1400,0.000294187219859,-76.896096999876590,40.295302399885884
430,89,110479894973,Kemp Aly,M,S1400,0.000294187219859,-76.896055999784551,40.295344600572889
431,89,110479894973,Kemp Aly,M,S1400,0.000294187219859,-76.896014999692454,40.295386800360575
432,89,110479894973,Kemp Aly,M,S1400,0.000294187219859,-76.895973999600358,40.295429000148317
433,90,110479900045,Vaughn St,M,S1400,0.002381064069279,-76.903924000192433,40.300095000384033
434,90,110479900045,Vaughn St,M,S1400,0.002381064069279,-76.903450460370436,40.300046079962669
435,90,110479900045,Vaughn St,M,S1400,0.002381064069279,-76.902975593149051,40.300010354394374
436,90,110479900045,Vaughn St,M,S1400,0.002381064069279,-76.902500830249096,40.299973231279637
437,90,110479900045,Vaughn St,M,S1400,0.002381064069279,-76.902025967524366,40.299937403188665
438,90,110479900045,Vaughn St,M,S1400,0.002381064069279,-76.901550999578944,40.299902999623782
